rating,review
4,Good stay overall. Easy access to your car when you utilize their parking garage ($30/24 hrs--not sure about in/out privileges). Front desk staff was nice...
4,We stayed at the Sheraton when covid cases were much lower and on the last random super warm weekend in September because they have an outside pool open...
3,This was a business trip for me so it was essential I stay in a hotel that was within walking distance of where I was working. The Sheraton Center in...
3,"This is a nice hotel, nice pool, okay gym and is right in downtown. The reason I gave it 3 starts, the food here is garbage. Got in late from a flight and..."
5,"Moon Palace

@moon_palace_toronto is our goto restaurant in downtown that serves upscaled Cantonese food.

Teriyaki Angus Beef -$25.80
: my fav which it has..."
3,My return visit experience is better than my first visit when I felt constantly being up sell on lobster for lunch. A much better experience this time...
3,"So I've been here twice now.
First time for dim sum and second time for their lobster $88 special lobster & Peking duck See photos for details

Har gow was..."
5,"I love their all you can eat Sichuan-style hotpot. 

For a fun and unique twist, they even offer a free ""birthday beefcake"" on your birthday. 

We..."
4,"Liuyishou Hotpot actually exceeded my expectations!

This is the first time I ever had AYCE Chinese hotpot and it was a great experience. My friend and I..."
4,There aren't many AYCE hot pot places downtown so Liuyishou hotpot is definitely a standout that can satisfy that hotpot craving! They have a huge selection...
5,"I love Dish Cooking Studio!  I've been here twice for corporate events and both times we did the Iron Chef format.  

STARTERS AND COCKTAILS: They have an..."
5,"A great concept, great food, great service and an exceptional experience!
I had the pleasure of attending a function at dish cooking studio last night, and..."
5,"An excellent absolutely exquisite experience at Dish in Toronto. When you walk in you are greeted with a name tag and an apron, oh and a glass of vino. When..."
5,"This is a contemporary Korean restaurant. Starting 2023-01-11, they changed from tasting menus to a-la-carte menus. We came for dinner on 2023-01-14 to try..."
5,"I finally tried Orote restaurant, that has been on my list ever since I found out about it from ""Actinolite""restaurant Instagram post last November.

Orote..."
3,Orote presents a six-course menu ($78) where there are some decisions: a choice of main course  and whether you want any of the supplementary ingredients...
3,I've stayed at this hotel a few times but years ago and recently visited again. We were able to check in over an hour earlier than the stated 3pm. The...
1,"Wow, I am kind of very sad we spent our vacation with this hotel for how much we paid.   Based on their website photos of nice, new, clean rooms and what we..."
2,"The hotel is conveniently located but is terribly out dated to the point I didn't feel comfortable placing my luggage on the floor or the chair. 
Staff was..."
4,"I came in for a weekday lunch and was pleasantly surprised.
It's very clean and well run and the selection is amazing.

For the price I found it quite..."
3,"More of a 3.5/5. Came here for the lunch combo specials with a friend today! I got the Super Value combo for 15.99. However, the soup broth (I got chicken..."
4,"Enjoyed our hot pot experience at Chine Legendary Hot Pot & Noodles.

The all you can eat menu is extensive and the sauce station is well stocked.
Food came..."
4,Gord and I had lunch on Thursday at the Gladstone House Bistro + Bar.  It's been a while since we've been there.  They recently renovated so we were curious...
3,"Had brunch with my cousins here and found the food to be quite average. We had the ""spicy"" chicken and waffles which looked and tasted unassuming. The..."
5,"What a fun and unique experience. If you like small funky, boutique, old+updated this is the place for you.  The building is very old, 130+ years old, but..."
5,"Love this place, yummy quick eats.  My go to every time is the steak udon.  We are so lucky to have this place in our neighbourhood"
4,"Amazing wagyu steak, service was excellent, but I'm not a huge fan with the online ordering. It takes away from the dining experience such as ordering my..."
4,Pretty unassuming place but surprisingly good! Holy Cow is a casual Japanese steakhouse. They aim to execute really well while keeping the price point...
5,"We had an amazing time at the Royal York Hotel over the Christmas holidays.   They upgraded us to a suite.  What is more is that I am disabled,  and the..."
5,"Stunning all around. It is old, historic, but well kept, perfectly located, all amenities you'd need, space to breathe. 
This hotel is MASSIVE. I toured &..."
5,"Fairmont is in such a great location for travellers. Although the outside looks fairly dated, it has a historic charm to it. The interior was very nicely..."
4,"Food is legit. Shrimp wonton noodle soup and beef stew noodle soup was delicious. Barbecued pork fried rice very good. 

 The reason it doesn't get five..."
2,"I'm giving a 2/5 because of the quality of the food, the price point, and honesty of this place.

We shared four dishes: the black bean beef fried noodles,..."
5,"Excellent flavors, and really fresh. Authentic!! Quick service and very attentive to customers"
5,"After filling ourselves with fries and such over a few days in the city, we went searching for a lighter, veggie-packed dinner, and this place hit the..."
4,The overall dinning experience was decent. The food doesn't taste 100% authentic but it's pretty damn good. It's suitable for none Chinese people as well as...
5,"This was a shot in the dark find with a few friends in Toronto. Oh man, what luck in finding this place. 
Walking in, it was apparent it was the type of..."
5,What an amazing experience at this Marriott Downtown CF!  My daughter and I had a little weekend getaway in Toronto and I chose this hotel for the location...
5,Great location. Public transit is within walking distance (some are walkable too). Being next to Eaton center makes shopping really convenient too. Room is...
1,Rude services especially the service desk manager. We used corporate rate to check in but was denied check in as we failed to bring proof even though I have...
5,"Discovered this place from Uber eats and was super impressed, so I decided to try it in person. Restaurant is small and seats are pretty closed off (huge..."
4,one of my favourite Korean restaurants in Korea town. The service is fast and friendly. Prices are reasonable and the food is always fresh.
5,I tried the pork bone hot soup for the first time. They have amazing tender steam pork and the soup is good as well. 4 big pieces of pork are well deserve...
5,Magical is exactly the word I would use to describe this restaurant because when you step inside you are magically transported to China. This restaurant is...
3,"Halal. No pork served here.

Huge variety in dishes.  Menu with a lot of pictures of the dishes so you know what you're getting. The food was generally..."
4,"This was a good experience, but not amazing - more like a 3.5. We hadn't been to a restaurant for Chinese food for so long and our cravings were high.

We'd..."
5,"Such a treat for a cold winter afternoon. They are quick with their order, super friendly staff and slurpingly delicious food. Recommend their crab..."
5,"I LOVE THIS PLACE!!! ever since my first visit here I couldn't stop coming back for more, it is just so delicious and I loved everything i tried here. 
my..."
4,"You can never go wrong with a class Japanese katsu so this slapped as per usual. 

Katsuya has extremely quick and efficient service to ensure you get your..."
5,My experience at this Four Points by Sheraton was amazing. I must make this note that the construction on the Highway 401 rail tunnel for the Kitchener GO...
2,There's no control on the air conditioner what so ever and it was way too cold also the air conditioner is pretty noisy plus around 7h am people were pretty...
1,"This is the worst experience we've ever had at a hotel. The GYM was out of order, the ELEVATOR was OUT OF ORDER, the hallways are humid as fu*k (or maybe..."
5,"My boyfriend and I recently stayed at the Fairmont Royal York, and we came here two nights out of three. The atmosphere is absolutely top notch, with cozy..."
4,"Regal to-be-seen cocktail bar. 

The atmosphere/ambience is happening ritzy spot with well to do clientele. Comfy with close seating but high end furniture...."
5,Opulent bar with an old school charm. Our server was a mature gentleman and he's been at the bar since the early days. It was inspirational to see how proud...
5,"The best chimaek (fried chicken + beer) in the GTA! They have delicious, crispy chicken and other great sides and dishes like corn cheese and toppoki. 

I..."
5,"My go to Korean fried chicken place. Doesn't matter if I am at work, at home, Dinning in or passing by for a take out. I love coming to this location. The..."
4,Came here with my best friend for some korean fried chicken as she was craving it. We got the 1/2 traditional and 1/2 seasoned spicy boneless chicken $33.99...
5,"Great place for Hong Kong style casual dining. Love the hainanese chicken rice (not really a Hong Kong style dish, but it's good enough). Highly recommended..."
4,Always looking out for more HK style cafes. This one is a bit hidden since their spot is on the 2nd level and you need to trek up a set of stairs. Ordered...
4,"A Hong Kongese friend brought me here. A very legit Hong-Kong style Western Restaurant. I remembered the ""Today Special"" on the wall was written in Chinese...."
4,"Just visited this place for the Holiday Market they had going on. Pretty small and I was expecting more. 

The garden is always nice to visit and have a..."
3,"Well - this was good yet tough wrapped all in one. 

First the GOOD: Free to visit, parking is $2.50 per hour so $2.50. Nice flowers and plants, plenty of..."
4,"Fiery Red Japanese maple trees, gigantic leaved Hostas, graceful Willow trees, a bubbling waterfall, birds and butterflies, shaded trails, and a myriad of..."
5,Best korean bbq and best service I have ever had! We were all treated like family and the owner was so thoughtful. If you are ever in Korea town you need to...
5,"Girlfriend and I were in town visiting, and wanted some korean food. We're so glad that we did, as everything we got was fantastic! We ordered the bulgogi..."
5,Had dinner here and the owner is the most considerate person I have ever met at a restaurant. My friend is gluten free and he made sure to go through what...
4,Came for drinks and dinner and ordered the spicy BBQ chicken combo which comes with free corn and fries and a bottle of soju. Also got the spicy rice cakes...
4,"Friendly staff who work very hard and super nice. Good service, on the slower side if you're on the second floor but that's okay. Like the complimentary..."
5,We visited this bar for late drinks and loved the experience. They gave a lot of 'on the house' appetizers! We tried hot sake and it was nice. The upper...
